date,evictions,unemployment_rate,school_absenteeism,poverty_rate,er_visits
2016-09-22,1,10.44,8.55,9.49,45
2016-09-23,4,10.37,16.61,20.19,49
2016-09-23,6,10.85,10.82,15.58,48
2016-09-24,4,6.8,6.37,14.6,47
2016-09-24,7,11.39,5.53,18.74,64
2016-09-25,5,4.88,11.21,8.9,43
2016-09-25,4,11.43,11.22,19.87,67
2016-09-26,7,8.01,15.6,16.56,50
2016-09-27,7,4.47,13.62,16.33,49
2016-09-27,2,9.62,16.55,23.3,49
2016-09-27,5,5.66,9.77,22.13,46
2016-09-28,3,4.98,14.36,17.04,42
2016-09-28,4,4.55,18.29,17.83,55
2016-09-28,5,3.26,6.04,21.72,56
2016-09-28,7,9.88,15.63,14.99,44
2016-09-30,6,7.38,15.74,19.41,56
2016-10-01,3,11.81,16.91,17.19,57
2016-10-02,6,6.95,9.04,16.49,51
2016-10-02,3,10.59,11.25,24.74,59
2016-10-04,4,11.71,8.6,8.3,46
2016-10-04,5,3.2,9.63,15.05,58
2016-10-05,4,3.95,19.53,23.81,52
2016-10-05,5,6.13,11.68,23.78,47
2016-10-05,4,10.83,17.73,20.71,71
2016-10-05,9,10.54,16.92,18.06,56
2016-10-06,6,6.3,11.67,19.74,58
2016-10-08,1,4.8,19.88,12.3,52
2016-10-09,5,10.22,17.61,16.3,45
2016-10-10,7,8.37,12.24,17.11,53
2016-10-10,2,3.28,9.65,9.08,57
2016-10-10,4,10.24,6.13,22.73,45
2016-10-10,4,11.61,11.97,15.76,55
2016-10-11,2,3.38,10.4,23.28,45
2016-10-12,4,5.57,15.67,14.63,61
2016-10-13,6,10.38,5.3,14.95,44
2016-10-15,3,8.26,17.47,12.15,49
2016-10-15,4,11.9,11.25,18.95,45
2016-10-16,2,11.24,12.05,17.32,68
2016-10-16,6,4.6,7.74,23.52,49
2016-10-16,3,9.07,19.06,15.3,52
2016-10-17,4,8.88,10.98,19.02,54
2016-10-17,4,4.0,17.64,20.03,44
2016-10-17,4,3.81,8.56,13.44,43
2016-10-18,4,8.12,6.45,22.97,46
2016-10-18,6,6.63,14.54,14.47,47
2016-10-18,4,7.91,19.77,18.84,44
2016-10-18,7,5.15,14.7,18.47,54
2016-10-18,4,8.01,14.13,15.16,52
2016-10-19,3,6.45,11.63,11.12,51
2016-10-20,2,10.99,9.26,18.07,50
2016-10-20,4,5.75,11.46,14.38,55
2016-10-21,3,10.84,7.23,14.44,49
2016-10-21,1,6.51,8.93,16.38,49
2016-10-22,4,8.2,12.31,19.51,46
2016-10-24,5,5.58,7.17,20.4,63
2016-10-24,5,10.28,16.87,15.26,56
2016-10-24,4,10.59,5.17,10.04,43
2016-10-25,3,10.28,9.82,21.46,53
2016-10-25,3,8.76,12.75,19.38,50
2016-10-25,6,5.74,18.93,21.61,65
2016-10-26,1,8.73,13.6,13.37,51
2016-10-26,5,11.64,9.42,23.46,48
2016-10-27,4,8.84,10.28,12.47,48
2016-10-27,6,11.61,10.09,12.93,45
2016-10-27,6,5.74,7.71,17.12,56
2016-10-29,8,10.61,7.17,24.95,38
2016-10-29,4,9.47,12.21,11.44,57
2016-10-29,1,10.37,9.05,22.25,46
2016-10-31,7,9.4,6.38,8.04,49
2016-10-31,9,7.32,8.25,12.04,60
2016-11-01,2,9.18,12.81,13.88,40
2016-11-01,5,11.39,8.85,19.03,53
2016-11-02,6,6.76,8.57,9.93,45
2016-11-02,2,11.57,14.31,10.19,48
2016-11-02,10,3.44,15.34,10.49,47
2016-11-02,5,3.13,8.62,19.26,52
2016-11-03,2,7.44,12.08,9.95,43
2016-11-03,5,10.64,16.47,14.77,46
2016-11-05,7,5.23,15.35,10.66,63
2016-11-05,5,9.24,6.04,14.5,50
2016-11-07,5,7.92,10.4,20.14,38
2016-11-07,3,5.62,15.85,12.72,53
2016-11-08,7,5.57,7.69,18.5,51
2016-11-09,2,3.66,7.94,12.22,53
2016-11-10,11,7.83,14.45,20.54,55
2016-11-11,6,7.05,9.26,21.21,38
2016-11-13,5,5.6,9.86,13.28,40
2016-11-13,6,11.73,12.84,8.4,52
2016-11-14,4,10.37,16.26,10.19,52
2016-11-15,4,7.72,12.47,16.35,57
2016-11-15,5,7.7,18.4,14.49,49
2016-11-16,5,4.74,6.6,13.87,59
2016-11-17,1,8.84,16.31,17.85,52
2016-11-18,7,11.58,13.15,10.75,53
2016-11-18,9,11.08,17.25,15.76,62
2016-11-19,6,3.76,9.75,11.46,28
2016-11-19,6,3.48,12.23,24.68,47
2016-11-20,3,11.65,17.35,8.83,51
2016-11-20,6,4.8,17.48,8.27,43
2016-11-21,8,7.95,10.64,17.59,49
2016-11-21,8,3.67,17.33,9.06,49
2016-11-21,8,10.59,15.24,21.79,49
2016-11-22,6,4.06,11.14,21.93,46
2016-11-22,4,8.79,19.55,15.35,39
2016-11-23,3,3.51,5.46,22.25,41
2016-11-23,5,4.41,10.74,20.59,49
2016-11-23,5,7.61,9.6,10.3,41
2016-11-23,3,3.41,19.04,22.61,54
2016-11-24,4,4.76,6.49,22.86,59
2016-11-24,6,4.23,14.42,13.49,51
2016-11-25,4,3.37,15.75,21.17,57
2016-11-26,6,11.74,7.76,23.26,45
2016-11-26,3,7.05,7.25,20.68,51
2016-11-27,3,10.73,5.72,9.6,52
2016-11-27,4,6.22,7.38,9.61,46
2016-11-28,5,3.38,17.12,24.7,59
2016-11-28,3,9.26,19.16,17.2,36
2016-11-28,9,3.35,18.52,18.96,41
2016-11-29,3,7.98,10.48,23.51,46
2016-11-30,4,4.25,15.89,8.13,43
2016-11-30,5,9.04,17.41,15.25,50
2016-11-30,1,11.03,17.19,17.63,46
2016-11-30,2,11.6,5.94,8.04,61
2016-12-02,5,7.75,8.22,18.62,61
2016-12-02,6,7.79,19.08,22.47,42
2016-12-04,3,3.34,16.1,8.93,50
2016-12-05,5,9.93,17.52,21.67,51
2016-12-05,5,11.61,12.71,24.62,51
2016-12-05,6,6.94,10.9,23.64,62
2016-12-09,1,10.14,14.77,17.13,44
2016-12-09,6,10.18,12.09,22.63,50
2016-12-10,5,10.07,10.61,21.1,48
2016-12-11,7,9.83,10.22,21.9,43
2016-12-12,2,4.94,7.37,14.77,42
2016-12-12,2,9.76,12.94,16.09,40
2016-12-12,3,4.3,12.8,12.07,56
2016-12-12,2,9.41,13.86,8.88,47
2016-12-12,4,3.03,6.74,18.15,37
2016-12-13,3,11.27,18.72,13.26,62
2016-12-14,5,10.45,16.13,16.55,59
2016-12-14,5,9.15,6.96,24.37,54
2016-12-15,5,3.85,6.19,9.07,36
2016-12-15,7,10.42,14.64,22.85,50
2016-12-15,4,10.88,10.12,9.47,48
2016-12-16,4,9.19,9.79,19.11,52
2016-12-16,3,11.78,17.6,13.84,48
2016-12-16,6,3.84,10.18,9.7,44
2016-12-16,4,9.38,14.48,20.87,52
2016-12-16,5,7.72,13.06,19.88,57
2016-12-17,5,4.31,8.94,18.88,47
2016-12-18,7,8.93,9.97,24.4,47
2016-12-18,3,10.2,19.15,8.4,45
2016-12-19,7,4.48,9.97,15.39,45
2016-12-20,3,10.14,16.76,17.57,59
2016-12-20,6,3.84,17.92,14.08,52
2016-12-20,6,8.32,6.07,19.38,50
2016-12-20,3,10.19,14.95,23.29,54
2016-12-21,5,4.31,16.24,19.85,62
2016-12-21,4,8.14,11.51,17.68,62
2016-12-22,7,6.82,13.54,20.54,56
2016-12-22,6,8.47,7.43,9.86,48
2016-12-23,4,6.82,9.78,18.71,57
2016-12-23,3,5.26,15.62,14.92,52
2016-12-26,4,5.28,14.04,13.42,54
2016-12-27,3,10.78,7.05,16.62,58
2016-12-27,10,4.41,19.82,21.68,39
2016-12-27,4,4.11,19.07,15.01,55
2016-12-28,1,3.87,8.36,19.94,49
2016-12-28,3,3.67,18.13,18.01,54
2016-12-30,4,3.13,9.01,23.57,44
2016-12-30,4,4.44,13.46,15.56,59
2016-12-30,4,4.73,16.73,21.94,45
2016-12-30,5,5.43,10.16,22.31,52
2016-12-31,5,4.12,13.33,15.89,49
2017-01-02,7,3.85,11.76,16.31,42
2017-01-02,5,7.87,16.4,13.67,46
2017-01-05,11,9.47,12.18,16.42,55
2017-01-05,4,8.67,13.5,12.24,44
2017-01-06,3,8.01,17.68,22.59,48
2017-01-06,4,6.97,15.48,12.25,73
2017-01-06,0,8.71,12.91,12.38,51
2017-01-06,6,11.12,11.92,23.23,59
2017-01-06,7,8.65,6.9,17.05,45
2017-01-07,1,3.55,5.85,9.79,47
2017-01-07,5,8.13,19.29,13.88,55
2017-01-07,6,7.72,7.8,19.99,43
2017-01-09,4,7.07,9.15,14.9,49
2017-01-09,3,8.12,14.16,15.19,59
2017-01-10,3,9.05,17.42,16.48,51
2017-01-10,3,3.34,17.5,11.78,50
2017-01-10,4,7.32,17.44,15.21,49
2017-01-10,6,10.36,19.67,11.66,49
2017-01-12,3,7.78,5.84,13.96,48
2017-01-12,4,3.61,11.0,17.05,44
2017-01-13,6,9.98,18.7,19.79,57
2017-01-13,5,11.47,12.01,18.78,44
2017-01-13,7,10.67,18.07,17.78,52
2017-01-13,5,6.26,5.26,18.12,48
2017-01-14,1,7.81,12.57,16.69,51
2017-01-14,8,8.32,18.84,18.45,48
2017-01-14,6,9.44,8.92,14.38,53
2017-01-15,4,8.99,18.94,23.29,51
2017-01-16,10,4.79,5.13,18.04,46
2017-01-16,3,10.59,6.18,23.92,55
2017-01-16,5,10.64,12.15,14.88,57
2017-01-17,6,6.64,6.6,14.71,53
2017-01-17,5,4.18,8.38,24.41,55
2017-01-17,7,8.48,9.46,20.39,47
2017-01-18,6,6.22,12.22,16.82,54
2017-01-18,3,9.67,10.86,20.21,48
2017-01-19,8,5.84,18.83,14.74,56
2017-01-19,6,5.37,18.29,20.9,51
2017-01-19,7,10.81,16.22,11.56,49
2017-01-21,6,8.54,14.89,24.16,53
2017-01-23,4,3.77,8.07,15.83,48
2017-01-23,6,9.2,14.03,9.58,52
2017-01-23,6,9.77,7.21,22.37,55
2017-01-24,4,5.12,11.79,23.2,56
2017-01-24,3,11.71,11.92,20.41,57
2017-01-25,6,6.36,15.35,18.7,42
2017-01-25,2,11.47,17.53,23.78,46
2017-01-25,7,5.64,9.81,18.57,50
2017-01-27,6,8.48,5.62,21.45,52
2017-01-27,2,7.66,5.7,16.01,41
2017-01-27,6,11.93,18.12,20.36,49
2017-01-28,3,6.68,12.29,24.98,54
2017-01-28,5,4.61,8.72,14.5,47
2017-01-29,6,10.5,5.48,20.24,38
2017-01-29,3,3.38,12.93,10.53,63
2017-01-29,6,10.96,7.06,18.8,62
2017-01-30,7,4.0,11.26,13.49,60
2017-01-31,4,8.15,12.74,22.73,39
2017-01-31,3,9.42,8.44,14.11,58
2017-02-01,9,6.03,7.98,15.57,58
2017-02-02,7,10.6,5.3,24.67,37
2017-02-04,6,8.34,13.78,11.66,60
2017-02-04,11,6.56,8.01,17.6,50
2017-02-05,1,5.93,18.17,22.68,49
2017-02-06,7,4.01,14.06,13.35,46
2017-02-06,7,8.76,13.35,8.26,44
2017-02-07,4,6.28,12.57,23.24,37
2017-02-07,4,5.89,8.23,18.53,53
2017-02-07,2,11.55,19.54,11.92,49
2017-02-09,6,5.46,19.51,12.7,48
2017-02-10,5,10.89,9.82,21.59,61
2017-02-10,6,11.77,16.64,18.92,52
2017-02-13,9,10.4,6.79,20.45,60
2017-02-14,6,3.18,16.71,17.81,35
2017-02-14,6,10.82,9.29,21.43,34
2017-02-14,7,4.92,9.34,21.96,48
2017-02-15,6,6.18,12.61,14.58,61
2017-02-15,8,11.92,10.88,23.32,52
2017-02-15,2,6.64,6.77,16.59,50
2017-02-16,5,8.89,13.9,10.72,43
2017-02-17,10,5.8,8.21,11.71,42
2017-02-17,3,6.32,11.67,20.48,51
2017-02-18,6,8.38,8.47,14.41,59
2017-02-18,6,11.53,17.86,12.46,49
2017-02-18,7,5.54,10.07,18.28,58
2017-02-19,3,5.23,18.31,21.3,41
2017-02-19,10,3.24,9.89,9.86,42
2017-02-20,4,4.82,7.69,15.64,44
2017-02-22,5,5.36,13.65,21.11,56
2017-02-22,1,3.57,13.33,23.36,55
2017-02-23,4,8.07,14.28,8.23,47
2017-02-25,4,4.14,9.53,19.15,54
2017-02-27,6,7.6,9.8,18.16,60
2017-02-28,2,4.7,8.56,16.8,51
2017-02-28,5,11.42,18.93,10.72,55
2017-02-28,5,5.76,15.24,20.61,44
2017-03-01,5,3.84,16.34,14.68,70
2017-03-02,7,10.53,7.91,11.99,52
2017-03-02,7,6.62,14.92,22.45,55
2017-03-02,6,10.38,16.44,13.22,47
2017-03-02,4,5.81,10.14,11.37,39
2017-03-03,5,7.5,7.37,13.3,45
2017-03-03,2,7.01,15.46,11.08,46
2017-03-03,4,8.02,14.17,21.21,58
2017-03-04,9,6.61,13.63,11.1,51
2017-03-05,6,7.47,7.74,20.18,58
2017-03-05,4,9.11,8.94,10.76,46
2017-03-06,8,6.73,14.37,11.85,58
2017-03-06,5,9.16,14.2,13.82,62
2017-03-06,8,9.43,13.32,24.15,55
2017-03-07,3,9.74,16.52,23.53,54
2017-03-08,3,7.24,17.22,9.45,53
2017-03-08,3,3.03,9.15,13.71,63
2017-03-09,5,9.78,7.36,13.89,51
2017-03-09,8,11.18,8.02,11.6,55
2017-03-09,9,8.87,9.22,15.41,55
2017-03-09,7,7.72,19.22,20.72,47
2017-03-09,4,8.04,7.06,9.69,50
2017-03-09,6,8.77,18.18,19.42,54
2017-03-09,7,11.99,8.05,12.43,32
2017-03-11,2,3.56,10.23,18.92,63
2017-03-13,3,3.19,6.89,19.59,57
2017-03-13,2,11.68,6.55,20.38,47
2017-03-13,4,6.96,6.43,22.65,69
2017-03-13,5,8.51,10.14,23.29,47
2017-03-13,6,9.78,12.86,20.91,53
2017-03-14,4,9.68,8.01,16.18,49
2017-03-15,0,8.82,18.99,8.75,46
2017-03-15,6,7.25,13.8,23.93,60
2017-03-17,4,8.18,18.28,18.22,44
2017-03-17,3,9.57,7.23,17.09,53
2017-03-18,5,10.66,7.15,12.07,45
2017-03-18,6,4.15,17.7,19.63,54
2017-03-19,4,5.5,13.52,24.91,49
2017-03-20,5,6.58,19.08,13.61,44
2017-03-21,4,8.99,7.2,21.59,48
2017-03-21,4,6.56,5.39,12.95,50
2017-03-21,4,5.15,18.75,16.29,44
2017-03-21,1,3.3,15.48,11.63,57
2017-03-21,6,10.58,17.11,16.72,59
2017-03-21,5,6.77,9.44,15.81,46
2017-03-21,4,5.96,5.05,8.66,56
2017-03-22,6,7.78,12.24,14.49,54
2017-03-23,5,4.11,19.85,9.07,43
2017-03-23,1,6.58,18.61,15.66,60
2017-03-24,3,9.77,6.08,24.66,67
2017-03-25,6,9.63,7.82,12.98,49
2017-03-25,5,9.95,9.67,16.77,43
2017-03-26,2,7.21,17.46,10.21,57
2017-03-27,6,6.32,17.37,10.62,45
2017-03-27,6,10.48,7.78,14.04,49
2017-03-28,4,4.56,13.0,16.33,59
2017-03-28,5,9.53,12.53,19.92,46
2017-03-28,2,10.99,11.21,15.76,49
2017-03-29,9,5.58,13.04,8.41,48
2017-03-30,4,4.78,9.39,12.61,59
2017-03-30,2,7.61,12.97,8.42,43
2017-03-30,1,4.95,15.28,23.61,52
2017-04-01,5,10.84,5.94,8.49,51
2017-04-01,2,5.2,19.51,8.84,54
2017-04-01,8,5.83,7.48,13.07,64
2017-04-02,6,11.0,10.4,18.75,52
2017-04-02,4,4.85,12.06,14.09,43
2017-04-04,3,10.96,5.61,9.05,59
2017-04-04,8,4.89,13.23,22.22,47
2017-04-04,0,11.21,18.05,19.9,40
2017-04-04,4,5.86,18.52,14.74,52
2017-04-04,2,5.22,9.89,19.51,54
2017-04-04,7,7.29,13.38,12.67,59
2017-04-06,2,6.32,16.65,16.97,41
2017-04-07,4,4.82,8.79,22.97,46
2017-04-07,5,6.05,12.93,9.83,52
2017-04-09,7,9.42,10.5,22.4,59
2017-04-09,1,10.49,10.67,21.41,34
2017-04-10,5,10.39,6.41,24.13,53
2017-04-11,6,9.81,11.1,16.73,51
2017-04-12,2,3.05,7.41,12.67,53
2017-04-14,3,6.84,9.52,14.0,44
2017-04-15,1,4.52,9.95,18.88,51
2017-04-15,7,3.66,11.46,10.39,55
2017-04-15,3,9.62,18.75,13.98,43
2017-04-15,6,10.14,14.46,20.35,46
2017-04-16,4,10.33,19.62,17.75,47
2017-04-17,4,11.01,13.86,9.07,48
2017-04-17,9,8.31,17.08,16.45,42
2017-04-17,11,11.98,17.51,16.91,52
2017-04-18,8,7.35,16.09,19.91,50
2017-04-18,7,10.95,15.05,8.18,41
2017-04-18,5,4.02,11.27,15.28,48
2017-04-19,5,4.34,13.51,23.07,45
2017-04-20,8,8.31,7.91,8.43,61
2017-04-20,6,4.12,14.27,19.43,47
2017-04-20,5,3.68,12.71,11.79,50
2017-04-20,6,4.76,17.06,14.59,46
2017-04-21,4,10.09,18.54,23.03,43
2017-04-21,5,11.35,6.99,14.16,55
2017-04-22,4,6.0,15.36,17.27,47
2017-04-22,3,11.77,19.25,9.52,52
2017-04-22,5,10.29,18.77,13.52,63
2017-04-23,7,5.03,17.52,10.41,59
2017-04-24,6,8.28,5.73,17.55,44
2017-04-25,8,11.84,8.79,15.82,55
2017-04-25,6,10.64,7.22,12.5,43
2017-04-25,6,6.27,18.9,24.99,50
2017-04-25,4,5.76,16.23,10.61,61
2017-04-26,3,10.37,12.98,22.03,46
2017-04-27,5,7.94,19.69,8.61,61
2017-04-29,8,4.47,7.92,22.4,56
2017-04-29,6,5.95,14.62,16.11,54
2017-04-29,5,8.96,14.14,22.08,51
2017-05-01,6,4.38,10.11,20.7,51
2017-05-01,9,9.29,12.28,17.73,45
2017-05-01,9,9.39,8.53,14.32,43
2017-05-02,6,5.44,15.16,19.31,63
2017-05-02,4,6.58,11.27,22.15,52
2017-05-02,5,11.42,5.35,16.56,45
2017-05-02,4,9.74,19.26,15.05,40
2017-05-02,3,10.09,12.52,10.43,35
2017-05-03,10,7.65,15.58,23.24,50
2017-05-03,3,4.92,7.95,12.54,50
2017-05-08,7,8.32,6.91,10.1,67
2017-05-08,9,9.95,18.54,9.13,43
2017-05-09,2,3.03,13.86,20.76,43
2017-05-09,7,4.02,12.4,19.47,40
2017-05-09,3,7.27,12.82,10.05,42
2017-05-09,8,6.93,8.54,17.01,55
2017-05-10,8,11.84,18.69,10.6,59
2017-05-10,4,3.83,8.21,14.52,41
2017-05-11,6,5.91,7.37,21.31,47
2017-05-11,4,10.34,18.95,11.87,49
2017-05-12,4,8.51,8.86,8.47,37
2017-05-12,5,8.05,17.94,11.29,49
2017-05-13,5,9.67,16.59,14.81,38
2017-05-13,7,3.36,10.73,12.11,57
2017-05-15,3,11.53,8.81,20.28,49
2017-05-15,3,4.72,16.38,21.42,42
2017-05-16,2,3.74,13.96,12.09,51
2017-05-16,3,6.05,8.81,12.57,46
2017-05-17,3,9.32,18.36,17.52,40
2017-05-17,4,5.08,15.81,20.79,61
2017-05-18,3,3.45,18.64,24.31,44
2017-05-18,6,3.52,11.56,13.11,50
2017-05-18,6,5.31,6.92,23.49,40
2017-05-19,7,4.22,18.86,11.09,47
2017-05-19,8,6.35,14.02,8.7,67
2017-05-19,4,4.56,14.09,21.47,42
2017-05-19,4,6.1,13.76,16.14,54
2017-05-19,5,7.0,12.09,9.31,65
2017-05-19,6,9.68,8.83,9.21,56
2017-05-20,7,5.05,14.2,8.23,37
2017-05-20,10,7.28,15.78,13.21,37
2017-05-20,3,10.34,18.75,20.5,44
2017-05-20,3,11.88,6.08,19.31,37
2017-05-21,4,8.02,8.82,24.99,53
2017-05-21,2,6.89,16.65,18.1,49
2017-05-22,1,8.68,16.63,9.88,45
2017-05-22,4,7.38,8.18,24.63,62
2017-05-23,6,4.48,7.77,19.78,66
2017-05-23,4,7.14,10.51,14.36,45
2017-05-24,6,11.81,5.94,12.2,52
2017-05-24,5,8.76,15.96,11.78,57
2017-05-24,3,5.55,15.05,24.26,55
2017-05-25,5,11.52,17.88,15.13,59
2017-05-25,10,6.5,11.45,16.28,67
2017-05-25,2,6.51,14.55,22.23,50
2017-05-26,8,8.55,19.31,24.39,39
2017-05-26,4,8.12,19.38,8.07,48
2017-05-26,6,5.61,6.07,24.83,48
2017-05-26,2,7.2,5.03,9.28,66
2017-05-28,4,5.99,19.4,22.23,42
2017-05-29,7,9.64,13.03,24.16,45
2017-05-29,6,4.1,15.51,17.54,54
2017-05-29,3,9.75,18.69,17.38,41
2017-05-30,4,4.45,11.5,19.37,48
2017-05-31,4,5.75,11.61,14.0,35
2017-05-31,7,6.0,7.5,10.82,57
2017-06-01,5,11.91,18.59,9.13,46
2017-06-01,7,8.31,14.72,22.98,47
2017-06-02,4,10.0,7.7,17.3,59
2017-06-03,3,8.0,13.4,19.8,41
2017-06-03,3,11.85,9.92,13.64,48
2017-06-04,3,4.6,7.21,21.72,46
2017-06-04,3,8.44,7.73,13.95,50
2017-06-04,4,10.18,13.39,8.51,51
2017-06-05,6,8.66,13.47,13.73,57
2017-06-05,4,11.07,16.85,22.46,50
2017-06-06,11,8.41,8.72,22.89,46
2017-06-06,3,10.44,18.74,23.89,51
2017-06-06,6,4.58,12.78,16.49,53
2017-06-06,1,5.36,8.06,24.26,57
2017-06-07,10,7.0,11.2,16.49,47
2017-06-07,4,10.66,18.85,10.62,48
2017-06-08,5,6.84,12.17,16.53,51
2017-06-08,3,8.65,18.12,22.77,57
2017-06-08,6,6.56,7.4,21.36,55
2017-06-08,11,10.25,18.71,15.38,59
2017-06-08,6,4.8,11.46,11.61,35
2017-06-09,3,8.34,19.04,17.88,50
2017-06-09,2,8.2,17.99,23.83,49
2017-06-12,5,6.63,14.9,11.02,59
2017-06-12,7,9.35,15.09,22.06,49
2017-06-12,3,3.26,8.17,10.5,54
2017-06-12,1,10.57,14.04,23.63,58
2017-06-14,9,6.13,13.24,19.79,60
2017-06-14,6,10.14,10.01,9.86,42
2017-06-15,6,5.75,12.58,11.44,54
2017-06-15,3,4.69,18.94,23.76,50
2017-06-15,4,6.51,5.08,16.63,39
2017-06-16,6,10.18,11.26,15.71,55
2017-06-16,2,9.33,10.0,8.99,48
2017-06-16,7,6.61,19.42,9.43,55
2017-06-18,8,11.44,19.61,19.76,45
2017-06-19,5,6.68,13.78,21.21,50
2017-06-19,6,6.16,13.25,22.74,55
2017-06-19,3,4.3,18.55,16.55,58
2017-06-20,6,3.63,5.1,13.59,65
2017-06-20,6,6.15,13.43,18.63,60
2017-06-21,5,3.83,5.37,18.52,46
2017-06-21,8,7.16,19.52,8.59,43
2017-06-22,7,10.74,9.8,23.96,48
2017-06-24,5,7.29,12.81,18.92,50
2017-06-25,2,7.33,11.26,8.11,53
2017-06-25,2,5.28,18.4,24.31,45
2017-06-25,9,4.5,20.0,24.2,53
2017-06-25,4,5.0,6.03,24.08,42
2017-06-26,5,8.11,15.98,23.11,47
2017-06-26,11,8.33,10.52,11.14,46
2017-06-28,3,4.98,7.09,24.61,40
2017-06-29,3,6.59,11.08,20.95,50
2017-06-29,4,8.12,19.97,18.89,54
2017-06-30,3,9.84,10.36,24.03,39
2017-06-30,6,5.88,9.16,14.48,54
2017-06-30,7,5.44,17.69,23.83,51
2017-07-01,2,9.57,18.02,18.3,46
2017-07-02,4,7.62,10.08,17.85,50
2017-07-02,3,10.71,9.48,18.98,53
2017-07-02,5,4.9,14.71,20.82,58
2017-07-03,7,9.94,8.08,15.56,47
2017-07-04,5,4.46,12.26,24.67,57
2017-07-04,4,8.26,7.12,9.5,42
2017-07-04,5,5.55,9.57,23.54,48
2017-07-04,7,3.91,9.46,19.18,33
2017-07-04,6,8.55,15.42,23.47,46
2017-07-05,3,7.56,9.23,14.27,46
2017-07-05,6,7.37,18.48,22.09,57
2017-07-05,5,8.33,19.75,18.47,68
2017-07-06,4,6.35,6.22,22.13,49
2017-07-06,2,9.03,10.96,13.53,48
2017-07-07,5,4.18,9.53,23.59,59
2017-07-08,5,9.43,10.28,23.71,56
2017-07-08,5,8.22,8.98,16.07,49
2017-07-09,3,7.38,10.74,14.81,46
2017-07-09,6,4.15,7.12,17.78,53
2017-07-09,5,5.5,9.2,11.4,60
2017-07-10,5,5.66,16.22,16.44,49
2017-07-11,6,5.1,10.16,23.25,49
2017-07-12,5,11.59,8.12,14.21,41
2017-07-13,6,11.24,6.63,20.51,48
2017-07-13,2,7.92,10.22,18.59,52
2017-07-13,12,4.85,14.65,12.44,43
2017-07-14,7,11.2,8.8,17.04,46
2017-07-15,4,9.74,11.34,22.49,39
2017-07-16,5,3.35,19.29,17.43,49
2017-07-16,7,7.42,13.29,19.85,56
2017-07-17,1,8.44,12.98,21.18,37
2017-07-17,5,3.6,11.15,8.84,57
2017-07-17,6,3.45,13.35,8.87,52
2017-07-18,5,7.17,19.77,9.95,55
2017-07-19,2,3.02,8.81,10.77,43
2017-07-19,5,3.42,19.13,21.79,47
2017-07-19,2,4.49,7.24,15.4,62
2017-07-19,4,11.19,6.67,11.15,49
2017-07-19,5,9.9,14.82,17.04,37
2017-07-20,6,7.05,8.77,20.98,48
2017-07-20,3,7.31,11.67,10.38,41
2017-07-21,6,9.17,15.94,13.85,47
2017-07-21,6,7.27,13.02,11.3,43
2017-07-21,3,3.58,5.21,18.99,45
2017-07-21,4,9.65,9.59,10.33,46
2017-07-21,4,3.52,5.97,21.28,48
2017-07-21,7,7.37,18.89,11.53,53
2017-07-22,4,10.76,16.92,9.0,48
2017-07-23,7,4.06,19.76,23.48,60
2017-07-24,5,9.36,18.28,13.66,43
2017-07-24,2,3.42,12.13,16.55,41
2017-07-25,6,11.94,18.24,9.72,50
2017-07-27,5,9.14,15.09,16.15,55
2017-07-28,3,11.72,12.87,11.78,45
2017-07-28,2,9.01,10.56,22.29,51
2017-07-29,8,5.18,15.21,20.13,50
2017-07-29,1,11.34,13.85,19.28,48
2017-07-30,5,8.64,14.21,21.28,34
2017-07-31,4,8.18,11.0,12.99,61
2017-08-01,6,6.86,16.09,15.71,52
2017-08-01,3,5.56,6.22,9.47,51
2017-08-01,5,7.77,15.89,9.15,53
2017-08-01,3,6.29,15.96,13.59,53
2017-08-01,7,10.69,12.74,21.99,42
2017-08-02,5,3.26,8.95,18.16,40
2017-08-02,7,7.77,12.79,15.22,47
2017-08-03,6,10.53,6.85,24.44,55
2017-08-05,8,3.25,9.28,15.52,55
2017-08-05,6,5.54,11.32,15.97,46
2017-08-06,4,3.46,15.1,24.87,48
2017-08-06,4,8.36,7.81,10.23,56
2017-08-07,2,5.85,7.37,12.35,54
2017-08-07,2,11.64,14.12,15.71,51
2017-08-07,5,8.55,15.19,17.71,51
2017-08-08,2,8.06,6.25,10.52,54
2017-08-09,1,11.26,5.5,13.59,50
2017-08-10,4,5.01,7.21,11.74,46
2017-08-11,6,8.06,18.52,22.45,52
2017-08-11,6,7.89,15.09,22.19,41
2017-08-11,9,3.74,18.82,12.08,57
2017-08-11,3,11.39,14.97,15.39,63
2017-08-12,9,9.3,19.48,19.08,63
2017-08-13,6,10.99,11.58,8.82,48
2017-08-13,11,11.84,13.99,23.02,50
2017-08-15,5,7.32,14.02,16.69,48
2017-08-15,2,10.23,5.05,11.85,59
2017-08-15,7,8.2,5.41,14.74,53
2017-08-16,2,11.79,7.18,23.33,66
2017-08-17,2,5.23,12.67,8.42,60
2017-08-19,5,3.12,11.46,10.43,57
2017-08-19,7,4.67,13.1,11.28,44
2017-08-19,4,4.15,17.01,9.02,47
2017-08-20,6,6.93,17.33,11.83,47
2017-08-20,6,3.7,19.66,21.89,54
2017-08-20,2,4.98,13.36,16.96,50
2017-08-20,10,3.87,10.21,18.29,55
2017-08-20,4,7.38,9.62,10.65,49
2017-08-20,4,5.4,10.11,12.73,53
2017-08-21,4,7.24,9.86,23.6,42
